"id","service_type","price_one_passenger","price_others_passengers","airport_id","service_id"
1549,arrival,"280.00","230.00",517,55
1550,departure,"295.00","245.00",517,55
1551,transit,-,-,517,55
1552,arrival,"370.00","360.00",518,55
1553,departure,"370.00","360.00",518,55
1554,transit,-,-,518,55
1555,arrival,"295.00","150.00",519,55
1556,departure,"295.00","150.00",519,55
1557,transit,By request,By request,519,55
1558,arrival,"295.00","240.00",520,55
1559,departure,"295.00","240.00",520,55
1560,transit,By request,By request,520,55
1561,arrival,"260.00","170.00",521,55
1562,departure,"270.00","180.00",521,55
1563,transit,-,-,521,55
1564,arrival,"395.00","380.00",522,55
1565,departure,"395.00","380.00",522,55
1566,transit,"580.00","540.00",522,55
1567,arrival,"740.00","455.00",523,18
1568,departure,"740.00","455.00",523,18
1569,transit,"995.00","625.00",523,18
1570,arrival,"380.00","320.00",524,55
1571,departure,"380.00","320.00",524,55
1572,transit,"510.00","470.00",524,55
1573,arrival,"470.00","295.00",525,55
1574,departure,"470.00","295.00",525,55
1575,transit,"590.00","395.00",525,55
1576,arrival,"470.00","295.00",526,55
1577,departure,"470.00","295.00",526,55
1578,transit,"590.00","395.00",526,55
1579,arrival,"470.00","295.00",527,55
1580,departure,"470.00","295.00",527,55
1581,transit,"590.00","395.00",527,55
1582,arrival,"470.00","295.00",528,55
1583,departure,"470.00","295.00",528,55
1584,transit,"590.00","395.00",528,55
1585,arrival,"470.00","295.00",529,55
1586,departure,"470.00","295.00",529,55
1587,transit,"590.00","395.00",529,55
1588,arrival,"470.00","295.00",530,55
1589,departure,"470.00","295.00",530,55
1590,transit,"590.00","395.00",530,55
1591,arrival,"470.00","295.00",531,55
1592,departure,"470.00","295.00",531,55
1593,transit,"590.00","395.00",531,55
1594,arrival,"470.00","295.00",532,55
1595,departure,"470.00","295.00",532,55
1596,transit,"590.00","395.00",532,55
1597,arrival,"470.00","295.00",533,55
1598,departure,"470.00","295.00",533,55
1599,transit,"590.00","395.00",533,55
1600,arrival,"470.00","295.00",534,55
1601,departure,"470.00","295.00",534,55
1602,transit,"590.00","395.00",534,55
1603,arrival,"320.00","155.00",535,55
1604,departure,"320.00","155.00",535,55
1605,transit,-,-,535,55
1606,arrival,"420.00","200.00",536,55
1607,departure,"420.00","200.00",536,55
1608,transit,-,-,536,55
1609,arrival,"420.00","200.00",537,55
1610,departure,"420.00","200.00",537,55
1611,transit,-,-,537,55
1612,arrival,"350.00","200.00",538,55
1613,departure,"350.00","200.00",538,55
1614,transit,-,-,538,55
1615,arrival,"350.00","200.00",539,55
1616,departure,"350.00","200.00",539,55
1617,transit,-,-,539,55
1618,arrival,"350.00","200.00",540,55
1619,departure,"350.00","200.00",540,55
1620,transit,-,-,540,55
1621,arrival,"370.00","200.00",541,55
1622,departure,"370.00","200.00",541,55
1623,transit,-,-,541,55
1624,arrival,"330.00","320.00",542,55
1625,departure,"330.00","320.00",542,55
1626,transit,By request,By request,542,55
1627,arrival,"240.00","130.00",543,55
1628,departure,"240.00","130.00",543,55
1629,transit,-,-,543,55
1630,arrival,"430.00","160.00",544,55
1631,departure,"430.00","160.00",544,55
1632,transit,-,-,544,55
1633,arrival,"430.00","160.00",545,55
1634,departure,"430.00","160.00",545,55
1635,transit,By request,By request,545,55
1636,arrival,"670.00","350.00",546,18
1637,departure,"670.00","350.00",546,18
1638,transit,"1280.00","690.00",546,18
1639,arrival,"900.00","200.00",547,55
1640,departure,"900.00","200.00",547,55
1641,transit,-,-,547,55
1642,arrival,"430.00","160.00",548,55
1643,departure,"430.00","160.00",548,55
1644,transit,-,-,548,55
1645,arrival,"235.00","215.00",549,55
1646,departure,"235.00","215.00",549,55
1647,transit,"300.00","280.00",549,55
1648,arrival,"380.00","360.00",550,90
1649,departure,"380.00","360.00",550,90
1650,transit,"580.00","560.00",550,90
1651,arrival,"235.00","215.00",551,55
1652,departure,"235.00","215.00",551,55
1653,transit,"300.00","280.00",551,55
1654,arrival,"380.00","360.00",552,90
1655,departure,"380.00","360.00",552,90
1656,transit,"580.00","560.00",552,90
1657,arrival,"235.00","150.00",553,42
1658,departure,"235.00","150.00",553,42
1659,transit,-,-,553,42
1660,arrival,"345.00","290.00",554,93
1661,departure,"345.00","290.00",554,93
1662,transit,-,-,554,93
1663,arrival,"235.00","150.00",555,39
1664,departure,"235.00","150.00",555,39
1665,transit,-,-,555,39
1666,arrival,"235.00","150.00",556,39
1667,departure,"235.00","150.00",556,39
1668,transit,-,-,556,39
1669,arrival,"235.00","150.00",557,39
1670,departure,"235.00","150.00",557,39
1671,transit,-,-,557,39
1672,arrival,"250.00","155.00",558,67
1673,departure,"250.00","155.00",558,67
1674,transit,"295.00","185.00",558,67
1675,arrival,"295.00","215.00",559,18
1676,departure,"295.00","215.00",559,18
1677,transit,"355.00","255.00",559,18
1678,arrival,"590.00","280.00",560,55
1679,departure,"590.00","280.00",560,55
1680,transit,"670.00","335.00",560,55
1681,arrival,"395.00","385.00",561,16
1682,departure,"395.00","385.00",561,16
1683,transit,"555.00","525.00",561,16
1684,arrival,"280.00","280.00",562,55
1685,departure,"280.00","280.00",562,55
1686,transit,-,-,562,55
1687,arrival,"295.00","280.00",563,55
1688,departure,"295.00","280.00",563,55
1689,transit,-,-,563,55
1690,arrival,"345.00","225.00",564,55
1691,departure,"345.00","225.00",564,55
1692,transit,"465.00","345.00",564,55
1693,arrival,"245.00","170.00",565,55
1694,departure,"245.00","170.00",565,55
1695,transit,-,-,565,55
1696,arrival,"290.00","240.00",566,18
1697,departure,"290.00","240.00",566,18
1698,transit,-,-,566,18
1699,arrival,"150.00","140.00",567,55
1700,departure,"150.00","140.00",567,55
1701,transit,-,-,567,55
1702,arrival,"380.00","350.00",568,21
1703,departure,"380.00","350.00",568,21
1704,transit,"570.00","525.00",568,21
1705,arrival,"290.00","270.00",569,18
1706,departure,"290.00","270.00",569,18
1707,transit,"390.00","370.00",569,18
1708,arrival,"290.00","240.00",570,18
1709,departure,"290.00","240.00",570,18
1710,transit,-,-,570,18
1711,arrival,"235.00","190.00",571,18
1712,departure,"235.00","190.00",571,18
1713,transit,-,-,571,18
1714,arrival,"510.00","470.00",572,18
1715,departure,"510.00","470.00",572,18
1716,transit,"710.00","650.00",572,18
1717,arrival,"350.00","215.00",573,18
1718,departure,"350.00","215.00",573,18
1719,transit,-,-,573,18
1720,arrival,"320.00","255.00",574,55
1721,departure,"320.00","255.00",574,55
1722,transit,"440.00","330.00",574,55
1723,arrival,N/A,N/A,575,55
1724,departure,N/A,N/A,575,55
1725,transit,N/A,N/A,575,55
1726,arrival,"290.00","190.00",576,55
1727,departure,"290.00","190.00",576,55
1728,transit,"435.00","295.00",576,55
1729,arrival,"290.00","230.00",577,55
1730,departure,"290.00","230.00",577,55
1731,transit,-,-,577,55
1732,arrival,"300.00","150.00",578,55
1733,departure,"300.00","150.00",578,55
1734,transit,-,-,578,55
1735,arrival,"300.00","150.00",579,55
1736,departure,"300.00","150.00",579,55
1737,transit,-,-,579,55
1738,arrival,"420.00","190.00",580,55
1739,departure,"420.00","190.00",580,55
1740,transit,"480.00","230.00",580,55
1741,arrival,"565.00","535.00",581,18
1742,departure,"685.00","655.00",581,18
1743,transit,"795.00","765.00",581,18
1744,arrival,"380.00","280.00",582,55
1745,departure,"380.00","280.00",582,55
1746,transit,By request,By request,582,55
1747,arrival,"360.00","220.00",583,52
1748,departure,"360.00","220.00",583,52
1749,transit,"460.00","320.00",583,52
1750,arrival,"555.00","555.00",584,71
1751,departure,"555.00","555.00",584,71
1752,transit,"1050.00","1050.00",584,71
1753,arrival,"970.00","970.00",585,33
1754,departure,"970.00","970.00",585,33
1755,transit,"1700.00","1700.00",585,33
1756,arrival,"735.00","730.00",586,71
1757,departure,"735.00","730.00",586,71
1758,transit,"1280.00","1280.00",586,71
1759,arrival,"825.00","820.00",587,71
1760,departure,"825.00","820.00",587,71
1761,transit,"1550.00","1520.00",587,71
1762,arrival,"825.00","820.00",588,71
1763,departure,"825.00","820.00",588,71
1764,transit,"1550.00","1520.00",588,71
1765,arrival,"825.00","820.00",589,71
1766,departure,"825.00","820.00",589,71
1767,transit,"1550.00","1520.00",589,71
1768,arrival,"825.00","820.00",590,71
1769,departure,"825.00","820.00",590,71
1770,transit,"1550.00","1520.00",590,71
1771,arrival,"825.00","820.00",591,71
1772,departure,"825.00","820.00",591,71
1773,transit,"1550.00","1520.00",591,71
1774,arrival,"735.00","730.00",592,71
1775,departure,"735.00","730.00",592,71
1776,transit,"1280.00","1280.00",592,71
1777,arrival,"735.00","730.00",593,96
1778,departure,"735.00","730.00",593,96
1779,transit,"1280.00","1280.00",593,96
1780,arrival,"735.00","730.00",594,71
1781,departure,"735.00","730.00",594,71
1782,transit,"1280.00","1280.00",594,71
1783,arrival,"735.00","730.00",595,18
1784,departure,"735.00","730.00",595,18
1785,transit,"1280.00","1280.00",595,18
1786,arrival,"555.00","555.00",596,55
1787,departure,"555.00","555.00",596,55
1788,transit,"1050.00","1050.00",596,55
1789,arrival,"735.00","730.00",597,55
1790,departure,"735.00","730.00",597,55
1791,transit,"1280.00","1280.00",597,55
1792,arrival,"825.00","820.00",598,18
1793,departure,"825.00","820.00",598,18
1794,transit,"1550.00","1520.00",598,18
1795,arrival,"205.00","195.00",599,83
1796,departure,"225.00","215.00",599,83
1797,transit,-,-,599,83
1798,arrival,"205.00","195.00",600,83
1799,departure,"225.00","215.00",600,83
1800,transit,-,-,600,83
1801,arrival,"225.00","215.00",601,83
1802,departure,"225.00","215.00",601,83
1803,transit,-,-,601,83
1804,arrival,"145.00","135.00",602,4
1805,departure,"165.00","155.00",602,4
1806,transit,-,-,602,4
1807,arrival,"210.00","195.00",603,83
1808,departure,"290.00","290.00",603,83
1809,transit,-,-,603,83
1810,arrival,"160.00","140.00",604,4
1811,departure,"230.00","210.00",604,4
1812,transit,-,-,604,4
1813,arrival,"125.00","115.00",605,4
1814,departure,"155.00","145.00",605,4
1815,transit,-,-,605,4
1816,arrival,"155.00","155.00",606,11
1817,departure,"155.00","155.00",606,11
1818,transit,-,-,606,11
1819,arrival,---,---,607,11
1820,departure,"105.00","105.00",607,11
1821,transit,-,-,607,11
1822,arrival,"175.00","165.00",608,4
1823,departure,"175.00","165.00",608,4
1824,transit,-,-,608,4
1825,arrival,"105.00","95.00",609,83
1826,departure,"105.00","95.00",609,83
1827,transit,-,-,609,83
1828,arrival,"175.00","175.00",610,82
1829,departure,"185.00","185.00",610,82
1830,transit,-,-,610,82
1831,arrival,"280.00","270.00",611,85
1832,departure,"330.00","320.00",611,85
1833,transit,-,-,611,85
1834,arrival,"180.00","170.00",612,85
1835,departure,"260.00","250.00",612,85
1836,transit,-,-,612,85
1837,arrival,"160.00","150.00",613,83
1838,departure,"195.00","190.00",613,83
1839,transit,-,-,613,83
1840,arrival,"195.00","195.00",614,4
1841,departure,"195.00","195.00",614,4
1842,transit,-,-,614,4
1843,arrival,"380.00","370.00",615,85
1844,departure,"380.00","370.00",615,85
1845,transit,-,-,615,85
1846,arrival,"230.00","220.00",616,85
1847,departure,"195.00","195.00",616,85
1848,transit,-,-,616,85
1849,arrival,"375.00","320.00",617,83
1850,departure,"375.00","320.00",617,83
1851,transit,-,-,617,83
1852,arrival,"215.00","195.00",618,83
1853,departure,"225.00","215.00",618,83
1854,transit,-,-,618,83
1855,arrival,"125.00","125.00",619,83
1856,departure,"160.00","160.00",619,83
1857,transit,-,-,619,83
1858,arrival,"275.00","275.00",620,83
1859,departure,"285.00","285.00",620,83
1860,transit,-,-,620,83
1861,arrival,"195.00","195.00",621,11
1862,departure,"215.00","215.00",621,11
1863,transit,-,-,621,11
1864,arrival,"175.00","175.00",622,4
1865,departure,"175.00","175.00",622,4
1866,transit,-,-,622,4
1867,arrival,"95.00","90.00",623,83
1868,departure,"125.00","115.00",623,83
1869,transit,-,-,623,83
1870,arrival,"270.00","260.00",624,83
1871,departure,"360.00","350.00",624,83
1872,transit,-,-,624,83
1873,arrival,"195.00","185.00",625,83
1874,departure,"195.00","185.00",625,83
1875,transit,-,-,625,83
1876,arrival,"205.00","195.00",626,53
1877,departure,"225.00","215.00",626,53
1878,transit,-,-,626,53
1879,arrival,"470.00","460.00",627,18
1880,departure,"430.00","420.00",627,18
1881,transit,-,-,627,18
1882,arrival,"155.00","150.00",628,4
1883,departure,"185.00","180.00",628,4
1884,transit,-,-,628,4
1885,arrival,"165.00","155.00",629,83
1886,departure,"265.00","255.00",629,83
1887,transit,-,-,629,83
1888,arrival,"155.00","150.00",630,4
1889,departure,"185.00","180.00",630,4
1890,transit,-,-,630,4
1891,arrival,"235.00","235.00",631,11
1892,departure,"295.00","295.00",631,11
1893,transit,-,-,631,11
1894,arrival,"395.00","375.00",632,83
1895,departure,"395.00","375.00",632,83
1896,transit,-,-,632,83
1897,arrival,"285.00","285.00",633,10
1898,departure,"295.00","295.00",633,10
1899,transit,-,-,633,10
1900,arrival,"175.00","165.00",634,88
1901,departure,"175.00","165.00",634,88
1902,transit,-,-,634,88
1903,arrival,"155.00","150.00",635,4
1904,departure,"185.00","180.00",635,4
1905,transit,-,-,635,4
1906,arrival,-,-,636,4
1907,departure,"125.00","125.00",636,4
1908,transit,-,-,636,4
1909,arrival,"205.00","195.00",637,83
1910,departure,"245.00","225.00",637,83
1911,transit,-,-,637,83
1912,arrival,"165.00","155.00",638,83
1913,departure,"205.00","195.00",638,83
1914,transit,-,-,638,83
1915,arrival,"195.00","195.00",639,83
1916,departure,"225.00","225.00",639,83
1917,transit,-,-,639,83
1918,arrival,"195.00","195.00",640,4
1919,departure,"195.00","195.00",640,4
1920,transit,-,-,640,4
1921,arrival,"185.00","175.00",641,83
1922,departure,"185.00","175.00",641,83
1923,transit,-,-,641,83
1924,arrival,"135.00","135.00",642,81
1925,departure,"135.00","135.00",642,81
1926,transit,-,-,642,81
1927,arrival,"185.00","175.00",643,83
1928,departure,"185.00","175.00",643,83
1929,transit,-,-,643,83
1930,arrival,"160.00","155.00",644,83
1931,departure,"165.00","155.00",644,83
1932,transit,-,-,644,83
1933,arrival,"145.00","140.00",645,83
1934,departure,"165.00","165.00",645,83
1935,transit,-,-,645,83
1936,arrival,"145.00","140.00",646,4
1937,departure,"175.00","170.00",646,4
1938,transit,-,-,646,4
1939,arrival,"375.00","350.00",647,4
1940,departure,"375.00","350.00",647,4
1941,transit,-,-,647,4
1942,arrival,"170.00","160.00",648,83
1943,departure,"175.00","165.00",648,83
1944,transit,-,-,648,83
1945,arrival,"290.00","280.00",649,83
1946,departure,"320.00","310.00",649,83
1947,transit,-,-,649,83
1948,arrival,"275.00","265.00",650,83
1949,departure,"320.00","310.00",650,83
1950,transit,-,-,650,83
1951,arrival,"190.00","190.00",651,18
1952,departure,"210.00","210.00",651,18
1953,transit,-,-,651,18
1954,arrival,"195.00","195.00",652,53
1955,departure,"195.00","195.00",652,53
1956,transit,-,-,652,53
1957,arrival,"295.00","295.00",653,82
1958,departure,"295.00","295.00",653,82
1959,transit,-,-,653,82
1960,arrival,"135.00","130.00",654,83
1961,departure,"135.00","130.00",654,83
1962,transit,-,-,654,83
1963,arrival,"135.00","130.00",655,11
1964,departure,"185.00","175.00",655,11
1965,transit,-,-,655,11
1966,arrival,"195.00","195.00",656,83
1967,departure,"195.00","195.00",656,83
1968,transit,-,-,656,83
1969,arrival,"205.00","205.00",657,83
1970,departure,"215.00","215.00",657,83
1971,transit,-,-,657,83
1972,arrival,"145.00","135.00",658,83
1973,departure,"170.00","160.00",658,83
1974,transit,-,-,658,83
1975,arrival,"195.00","195.00",659,82
1976,departure,"225.00","225.00",659,82
1977,transit,-,-,659,82
1978,arrival,"155.00","145.00",660,83
1979,departure,"165.00","155.00",660,83
1980,transit,-,-,660,83
1981,arrival,"155.00","145.00",661,4
1982,departure,"155.00","145.00",661,4
1983,transit,-,-,661,4
1984,arrival,"525.00","510.00",662,83
1985,departure,"525.00","510.00",662,83
1986,transit,-,-,662,83
1987,arrival,"410.00","390.00",663,83
1988,departure,"410.00","390.00",663,83
1989,transit,-,-,663,83
1990,arrival,"125.00","120.00",664,83
1991,departure,"190.00","180.00",664,83
1992,transit,-,-,664,83
1993,arrival,"370.00","350.00",665,83
1994,departure,"370.00","350.00",665,83
1995,transit,-,-,665,83
1996,arrival,"330.00","320.00",666,83
1997,departure,"330.00","320.00",666,83
1998,transit,-,-,666,83
1999,arrival,"275.00","265.00",667,83
2000,departure,"275.00","265.00",667,83
2001,transit,-,-,667,83
2002,arrival,"135.00","125.00",668,83
2003,departure,"175.00","165.00",668,83
2004,transit,-,-,668,83
2005,arrival,"390.00","360.00",669,83
2006,departure,"390.00","360.00",669,83
2007,transit,-,-,669,83
2008,arrival,"340.00","330.00",670,83
2009,departure,"340.00","330.00",670,83
2010,transit,-,-,670,83
2011,arrival,"125.00","115.00",671,83
2012,departure,"125.00","115.00",671,83
2013,transit,-,-,671,83
2014,arrival,"175.00","175.00",672,10
2015,departure,"175.00","175.00",672,10
2016,transit,-,-,672,10
2017,arrival,"155.00","145.00",673,83
2018,departure,"175.00","165.00",673,83
2019,transit,-,-,673,83
2020,arrival,"125.00","115.00",674,99
2021,departure,"155.00","145.00",674,99
2022,transit,-,-,674,99
2023,arrival,"155.00","145.00",675,83
2024,departure,"195.00","185.00",675,83
2025,transit,-,-,675,83
2026,arrival,"160.00","140.00",676,4
2027,departure,"180.00","170.00",676,4
2028,transit,-,-,676,4
2029,arrival,"195.00","195.00",677,82
2030,departure,"225.00","225.00",677,82
2031,transit,-,-,677,82
2032,arrival,"185.00","175.00",678,83
2033,departure,"215.00","205.00",678,83
2034,transit,-,-,678,83
2035,arrival,"125.00","125.00",679,4
2036,departure,"145.00","145.00",679,4
2037,transit,-,-,679,4
2038,arrival,"145.00","135.00",680,83
2039,departure,"145.00","135.00",680,83
2040,transit,-,-,680,83
2041,arrival,"125.00","125.00",681,83
2042,departure,"130.00","130.00",681,83
2043,transit,-,-,681,83
2044,arrival,"145.00","145.00",682,82
2045,departure,"185.00","185.00",682,82
2046,transit,-,-,682,82
2047,arrival,"285.00","275.00",683,83
2048,departure,"285.00","275.00",683,83
2049,transit,-,-,683,83
2050,arrival,"195.00","185.00",684,99
2051,departure,"195.00","185.00",684,99
2052,transit,-,-,684,99
2053,arrival,"185.00","175.00",685,84
2054,departure,"215.00","205.00",685,84
2055,transit,-,-,685,84
2056,arrival,"175.00","165.00",686,84
2057,departure,"195.00","185.00",686,84
2058,transit,-,-,686,84
2059,arrival,---,---,687,3
2060,departure,"155.00","155.00",687,3
2061,transit,-,-,687,3
2062,arrival,"155.00","145.00",688,83
2063,departure,"155.00","145.00",688,83
2064,transit,-,-,688,83
2065,arrival,"140.00","130.00",689,83
2066,departure,"140.00","130.00",689,83
2067,transit,-,-,689,83
2068,arrival,"100.00","95.00",690,4
2069,departure,"100.00","95.00",690,4
2070,transit,-,-,690,4
2071,arrival,"205.00","195.00",691,83
2072,departure,"225.00","215.00",691,83
2073,transit,-,-,691,83
2074,arrival,"155.00","140.00",692,99
2075,departure,"160.00","145.00",692,99
2076,transit,-,-,692,99
2077,arrival,"340.00","340.00",693,15
2078,departure,"340.00","340.00",693,15
2079,transit,-,-,693,15
2080,arrival,"430.00","430.00",694,14
2081,departure,"450.00","450.00",694,14
2082,transit,-,-,694,14
2083,arrival,"165.00","155.00",695,83
2084,departure,"190.00","180.00",695,83
2085,transit,-,-,695,83
2086,arrival,"290.00","280.00",696,55
2087,departure,"290.00","280.00",696,55
2088,transit,-,-,696,55
2089,arrival,"470.00","295.00",697,55
2090,departure,"470.00","295.00",697,55
2091,transit,-,-,697,55
2092,arrival,"470.00","295.00",698,55
2093,departure,"470.00","295.00",698,55
2094,transit,-,-,698,55
2095,arrival,"470.00","295.00",699,55
2096,departure,"470.00","295.00",699,55
2097,transit,-,-,699,55
2098,arrival,"470.00","295.00",700,55
2099,departure,"470.00","295.00",700,55
2100,transit,-,-,700,55
2101,arrival,"290.00","280.00",701,55
2102,departure,"290.00","280.00",701,55
2103,transit,-,-,701,55
2104,arrival,"530.00","470.00",702,83
2105,departure,"530.00","470.00",702,83
2106,transit,"695.00","620.00",702,83
2107,arrival,"540.00","480.00",703,83
2108,departure,"540.00","480.00",703,83
2109,transit,"695.00","630.00",703,83
2110,arrival,"425.00","390.00",704,55
2111,departure,"425.00","390.00",704,55
2112,transit,"660.00","620.00",704,55
2113,arrival,"790.00","770.00",705,18
2114,departure,"790.00","770.00",705,18
2115,transit,By request,By request,705,18
2116,arrival,"530.00","470.00",706,83
2117,departure,"530.00","470.00",706,83
2118,transit,"690.00","620.00",706,83
2119,arrival,"370.00","340.00",707,55
2120,departure,"370.00","340.00",707,55
2121,transit,"710.00","660.00",707,55
2122,arrival,"750.00","700.00",708,95
2123,departure,"750.00","700.00",708,95
2124,transit,"1350.00","1300.00",708,95
2125,arrival,"530.00","480.00",709,83
2126,departure,"530.00","480.00",709,83
2127,transit,"690.00","620.00",709,83
2128,arrival,"370.00","340.00",710,55
2129,departure,"370.00","340.00",710,55
2130,transit,"710.00","660.00",710,55
2131,arrival,"530.00","480.00",711,83
2132,departure,"530.00","480.00",711,83
2133,transit,"680.00","610.00",711,83
2134,arrival,"780.00","730.00",712,26
2135,departure,"780.00","730.00",712,26
2136,transit,By request,By request,712,26
2137,arrival,"450.00","450.00",713,55
2138,departure,"450.00","450.00",713,55
2139,transit,-,-,713,55
2140,arrival,"470.00","450.00",714,55
2141,departure,"470.00","450.00",714,55
2142,transit,"690.00","620.00",714,55
2143,arrival,"530.00","480.00",715,83
2144,departure,"530.00","480.00",715,83
2145,transit,"690.00","620.00",715,83
2146,arrival,"530.00","480.00",716,83
2147,departure,"530.00","480.00",716,83
2148,transit,"690.00","620.00",716,83
2149,arrival,"340.00","190.00",717,55
2150,departure,"370.00","200.00",717,55
2151,transit,-,-,717,55
2152,arrival,"330.00","290.00",718,55
2153,departure,"330.00","290.00",718,55
2154,transit,ARR+DEP,ARR+DEP,718,55
2155,arrival,"1900.00",-,719,90
2156,departure,"1900.00",-,719,90
2157,transit,-,-,719,90
2158,arrival,"290.00","290.00",720,48
2159,departure,"290.00","290.00",720,48
2160,transit,-,-,720,48
2161,arrival,"345.00","300.00",721,18
2162,departure,"345.00","300.00",721,18
2163,transit,-,-,721,18
2164,arrival,"510.00","490.00",722,55
2165,departure,"510.00","490.00",722,55
2166,transit,-,-,722,55
2167,arrival,"235.00","215.00",723,39
2168,departure,"235.00","215.00",723,39
2169,transit,"390.00","360.00",723,39
2170,arrival,"475.00","345.00",724,83
2171,departure,"475.00","345.00",724,83
2172,transit,"850.00","810.00",724,83
2173,arrival,"1450.00","1400.00",725,7
2174,departure,"1450.00","1400.00",725,7
2175,transit,"2650.00","2550.00",725,7
2176,arrival,"650.00","200.00",726,12
2177,departure,"650.00","200.00",726,12
2178,transit,-,-,726,12
2179,arrival,"220.00","200.00",727,55
2180,departure,"260.00","240.00",727,55
2181,transit,-,-,727,55
2182,arrival,"390.00","330.00",728,18
2183,departure,"390.00","330.00",728,18
2184,transit,-,-,728,18
2185,arrival,"290.00","290.00",729,55
2186,departure,"290.00","290.00",729,55
2187,transit,-,-,729,55
2188,arrival,"290.00","290.00",730,55
2189,departure,"290.00","290.00",730,55
2190,transit,-,-,730,55
2191,arrival,By request,By request,731,55
2192,departure,By request,By request,731,55
2193,transit,-,-,731,55
2194,arrival,"350.00","300.00",732,55
2195,departure,"350.00","300.00",732,55
2196,transit,-,-,732,55
2197,arrival,"195.00","190.00",733,55
2198,departure,"210.00","200.00",733,55
2199,transit,"285.00","255.00",733,55
2200,arrival,"190.00","180.00",734,55
2201,departure,"200.00","190.00",734,55
2202,transit,-,-,734,55
2203,arrival,"150.00","110.00",735,55
2204,departure,"150.00","110.00",735,55
2205,transit,-,-,735,55
2206,arrival,"150.00","110.00",736,55
2207,departure,"150.00","110.00",736,55
2208,transit,-,-,736,55
2209,arrival,"195.00","190.00",737,55
2210,departure,"210.00","200.00",737,55
2211,transit,"285.00","255.00",737,55
2212,arrival,"150.00","110.00",738,55
2213,departure,"150.00","110.00",738,55
2214,transit,-,-,738,55
2215,arrival,N/A,N/A,739,55
2216,departure,N/A,N/A,739,55
2217,transit,N/A,N/A,739,55
2218,arrival,"820.00","530.00",740,32
2219,departure,"820.00","530.00",740,32
2220,transit,"1600.00","980.00",740,32
2221,arrival,"390.00","290.00",741,55
2222,departure,"390.00","290.00",741,55
2223,transit,"490.00","350.00",741,55
2224,arrival,"390.00","290.00",742,55
2225,departure,"390.00","290.00",742,55
2226,transit,"490.00","350.00",742,55
2227,arrival,"520.00","350.00",743,19
2228,departure,"520.00","350.00",743,19
2229,transit,"890.00","490.00",743,19
2230,arrival,"390.00","290.00",744,55
2231,departure,"390.00","290.00",744,55
2232,transit,"490.00","350.00",744,55
2233,arrival,"390.00","290.00",745,55
2234,departure,"390.00","290.00",745,55
2235,transit,"490.00","350.00",745,55
2236,arrival,"390.00","290.00",746,55
2237,departure,"390.00","290.00",746,55
2238,transit,"490.00","350.00",746,55
2239,arrival,"390.00","290.00",747,55
2240,departure,"390.00","290.00",747,55
2241,transit,"490.00","350.00",747,55
2242,arrival,"390.00","290.00",748,55
2243,departure,"390.00","290.00",748,55
2244,transit,"490.00","350.00",748,55
2245,arrival,"420.00","320.00",749,55
2246,departure,"420.00","320.00",749,55
2247,transit,"520.00","420.00",749,55
2248,arrival,"390.00","290.00",750,55
2249,departure,"390.00","290.00",750,55
2250,transit,"490.00","350.00",750,55
2251,arrival,"390.00","290.00",751,55
2252,departure,"390.00","290.00",751,55
2253,transit,"490.00","350.00",751,55
2254,arrival,"390.00","290.00",752,55
2255,departure,"390.00","290.00",752,55
2256,transit,"490.00","350.00",752,55
2257,arrival,"390.00","290.00",753,55
2258,departure,"390.00","290.00",753,55
2259,transit,"490.00","350.00",753,55
2478,transit,-,-,826,68
2260,arrival,"390.00","290.00",754,55
2261,departure,"390.00","290.00",754,55
2262,transit,"490.00","350.00",754,55
2263,arrival,"390.00","290.00",755,48
2264,departure,"390.00","290.00",755,48
2265,transit,"490.00","350.00",755,48
2266,arrival,"390.00","290.00",756,55
2267,departure,"390.00","290.00",756,55
2268,transit,"490.00","350.00",756,55
2269,arrival,"390.00","290.00",757,55
2270,departure,"390.00","290.00",757,55
2271,transit,"490.00","350.00",757,55
2272,arrival,"390.00","290.00",758,55
2273,departure,"390.00","290.00",758,55
2274,transit,"490.00","350.00",758,55
2275,arrival,"390.00","290.00",759,55
2276,departure,"390.00","290.00",759,55
2277,transit,"490.00","350.00",759,55
2278,arrival,"390.00","290.00",760,55
2279,departure,"390.00","290.00",760,55
2280,transit,"490.00","350.00",760,55
2281,arrival,"390.00","290.00",761,55
2282,departure,"390.00","290.00",761,55
2283,transit,"490.00","350.00",761,55
2284,arrival,"390.00","290.00",762,55
2285,departure,"390.00","290.00",762,55
2286,transit,"490.00","350.00",762,55
2287,arrival,"390.00","290.00",763,55
2288,departure,"390.00","290.00",763,55
2289,transit,"490.00","350.00",763,55
2290,arrival,"390.00","290.00",764,55
2291,departure,"390.00","290.00",764,55
2292,transit,"490.00","350.00",764,55
2293,arrival,"290.00","145.00",765,39
2294,departure,"290.00","145.00",765,39
2295,transit,-,-,765,39
2296,arrival,"410.00","170.00",766,55
2297,departure,"410.00","170.00",766,55
2298,transit,"460.00","190.00",766,55
2299,arrival,"470.00","450.00",767,55
2300,departure,"470.00","450.00",767,55
2301,transit,-,-,767,55
2302,arrival,"470.00","450.00",768,55
2303,departure,"470.00","450.00",768,55
2304,transit,-,-,768,55
2305,arrival,"410.00","170.00",769,55
2306,departure,"440.00","190.00",769,55
2307,transit,"500.00","230.00",769,55
2308,arrival,"380.00","120.00",770,55
2309,departure,"380.00","110.00",770,55
