"id","service_type","price_one_passenger","price_others_passengers","airport_id","service_id"
781,arrival,"570.00","450.00",261,18
782,departure,"570.00","450.00",261,18
783,transit,"870.00","750.00",261,18
784,arrival,"450.00","120.00",262,39
785,departure,"450.00","120.00",262,39
786,transit,-,-,262,39
787,arrival,"450.00","120.00",263,39
788,departure,"450.00","120.00",263,39
789,transit,-,-,263,39
790,arrival,-,-,264,39
791,departure,-,-,264,39
792,transit,-,-,264,39
793,arrival,"390.00","200.00",265,55
794,departure,"390.00","200.00",265,55
795,transit,"510.00","295.00",265,55
796,arrival,"1650.00","850.00",266,90
797,departure,"1650.00","850.00",266,90
798,transit,"3200.00","1600.00",266,90
799,arrival,-,-,267,36
800,departure,-,-,267,36
801,transit,-,-,267,36
802,arrival,"390.00","200.00",268,55
803,departure,"390.00","200.00",268,55
804,transit,"510.00","295.00",268,55
805,arrival,"1650.00","850.00",269,90
806,departure,"1650.00","850.00",269,90
807,transit,"3200.00","1600.00",269,90
808,arrival,"280.00","200.00",270,18
809,departure,"330.00","260.00",270,18
810,transit,-,-,270,18
811,arrival,"340.00","200.00",271,55
812,departure,"340.00","200.00",271,55
813,transit,-,-,271,55
814,arrival,"340.00","200.00",272,55
815,departure,"340.00","200.00",272,55
816,transit,-,-,272,55
817,arrival,"360.00","270.00",273,55
818,departure,"360.00","270.00",273,55
819,transit,-,-,273,55
820,arrival,"340.00","200.00",274,55
821,departure,"340.00","200.00",274,55
822,transit,-,-,274,55
823,arrival,"340.00","200.00",275,55
824,departure,"340.00","200.00",275,55
825,transit,-,-,275,55
826,arrival,"340.00","200.00",276,55
827,departure,"340.00","200.00",276,55
828,transit,-,-,276,55
829,arrival,"340.00","200.00",277,55
830,departure,"340.00","200.00",277,55
831,transit,-,-,277,55
832,arrival,"340.00","200.00",278,55
833,departure,"340.00","200.00",278,55
834,transit,-,-,278,55
835,arrival,"340.00","200.00",279,55
836,departure,"340.00","200.00",279,55
837,transit,-,-,279,55
838,arrival,"340.00","200.00",280,48
839,departure,"340.00","200.00",280,48
840,transit,-,-,280,48
841,arrival,"400.00","320.00",281,55
842,departure,"400.00","320.00",281,55
843,transit,"500.00","400.00",281,55
844,arrival,"400.00","320.00",282,55
845,departure,"400.00","320.00",282,55
846,transit,"500.00","400.00",282,55
847,arrival,"270.00","220.00",283,83
848,departure,"270.00","220.00",283,83
849,transit,"370.00","320.00",283,83
850,arrival,"270.00","220.00",284,83
851,departure,"270.00","220.00",284,83
852,transit,"370.00","320.00",284,83
853,arrival,"350.00","220.00",285,48
854,departure,"350.00","220.00",285,48
855,transit,"500.00","290.00",285,48
856,arrival,"550.00","325.00",286,18
857,departure,"550.00","325.00",286,18
858,transit,"680.00","400.00",286,18
859,arrival,"340.00","240.00",287,55
860,departure,"340.00","240.00",287,55
861,transit,"520.00","340.00",287,55
862,arrival,"480.00","380.00",288,18
863,departure,"480.00","380.00",288,18
864,transit,"720.00","620.00",288,18
865,arrival,"290.00","120.00",289,55
866,departure,"290.00","120.00",289,55
867,transit,"350.00","160.00",289,55
868,arrival,"390.00","350.00",290,55
869,departure,"420.00","380.00",290,55
870,transit,"490.00","390.00",290,55
871,arrival,"320.00","150.00",291,55
872,departure,"320.00","150.00",291,55
873,transit,"350.00","190.00",291,55
874,arrival,"460.00","290.00",292,25
875,departure,"460.00","290.00",292,25
876,transit,"570.00","395.00",292,25
877,arrival,"440.00","150.00",293,55
878,departure,"440.00","150.00",293,55
879,transit,"540.00","190.00",293,55
880,arrival,Request,Request,294,78
881,departure,Request,Request,294,78
882,transit,Request,Request,294,78
883,arrival,"545.00","395.00",295,25
884,departure,"545.00","395.00",295,25
885,transit,"625.00","495.00",295,25
886,arrival,"370.00","235.00",296,45
887,departure,"380.00","285.00",296,45
888,transit,"490.00","325.00",296,45
889,arrival,"290.00","150.00",297,39
890,departure,"290.00","150.00",297,39
891,transit,"390.00","210.00",297,39
892,arrival,"360.00","190.00",298,55
893,departure,"360.00","190.00",298,55
894,transit,"470.00","220.00",298,55
895,arrival,"395.00","190.00",299,78
896,departure,"395.00","190.00",299,78
897,transit,"540.00","295.00",299,78
898,arrival,"500.00","290.00",300,77
899,departure,"500.00","290.00",300,77
900,transit,"720.00","490.00",300,77
901,arrival,"440.00","150.00",301,55
902,departure,"440.00","150.00",301,55
903,transit,"540.00","190.00",301,55
904,arrival,"370.00","170.00",302,55
905,departure,"370.00","170.00",302,55
906,transit,"460.00","220.00",302,55
907,arrival,"370.00","170.00",303,55
908,departure,"370.00","170.00",303,55
909,transit,"460.00","220.00",303,55
910,arrival,"190.00","125.00",304,39
911,departure,"190.00","125.00",304,39
912,transit,"290.00","195.00",304,39
913,arrival,"420.00","250.00",305,55
914,departure,"420.00","250.00",305,55
915,transit,"520.00","350.00",305,55
916,arrival,"595.00","395.00",306,18
917,departure,"595.00","395.00",306,18
918,transit,"795.00","595.00",306,18
919,arrival,"390.00","350.00",307,55
920,departure,"420.00","380.00",307,55
921,transit,"490.00","390.00",307,55
922,arrival,"350.00","350.00",308,18
923,departure,"420.00","420.00",308,18
924,transit,"540.00","540.00",308,18
925,arrival,"440.00","150.00",309,55
926,departure,"440.00","150.00",309,55
927,transit,"540.00","190.00",309,55
928,arrival,"450.00","290.00",310,18
929,departure,"450.00","290.00",310,18
930,transit,"580.00","400.00",310,18
931,arrival,"270.00","220.00",311,55
932,departure,"270.00","220.00",311,55
933,transit,"370.00","330.00",311,55
934,arrival,"290.00","210.00",312,39
935,departure,"290.00","210.00",312,39
936,transit,N/A,N/A,312,39
937,arrival,"360.00","190.00",313,55
938,departure,"360.00","190.00",313,55
939,transit,"460.00","250.00",313,55
940,arrival,"185.00","160.00",314,55
941,departure,"185.00","160.00",314,55
942,transit,"300.00","250.00",314,55
943,arrival,"235.00","195.00",315,55
944,departure,"285.00","245.00",315,55
945,transit,"390.00","330.00",315,55
946,arrival,"185.00","160.00",316,48
947,departure,"185.00","160.00",316,48
948,transit,"300.00","250.00",316,48
949,arrival,"185.00","160.00",317,55
950,departure,"185.00","160.00",317,55
951,transit,"300.00","250.00",317,55
952,arrival,"185.00","160.00",318,55
953,departure,"185.00","160.00",318,55
954,transit,"300.00","250.00",318,55
955,arrival,"185.00","160.00",319,55
956,departure,"185.00","160.00",319,55
957,transit,"300.00","250.00",319,55
958,arrival,"235.00","195.00",320,71
959,departure,"285.00","245.00",320,71
960,transit,"390.00","330.00",320,71
961,arrival,"185.00","160.00",321,55
962,departure,"185.00","160.00",321,55
963,transit,"300.00","250.00",321,55
964,arrival,"185.00","160.00",322,55
965,departure,"185.00","160.00",322,55
966,transit,"300.00","250.00",322,55
967,arrival,"185.00","160.00",323,55
968,departure,"185.00","160.00",323,55
969,transit,"300.00","250.00",323,55
970,arrival,"185.00","160.00",324,55
971,departure,"185.00","160.00",324,55
972,transit,"300.00","250.00",324,55
973,arrival,"185.00","160.00",325,55
974,departure,"185.00","160.00",325,55
975,transit,"300.00","250.00",325,55
976,arrival,"185.00","160.00",326,55
977,departure,"185.00","160.00",326,55
978,transit,"300.00","250.00",326,55
979,arrival,"185.00","160.00",327,55
980,departure,"185.00","160.00",327,55
981,transit,"300.00","250.00",327,55
982,arrival,"215.00","180.00",328,55
983,departure,"245.00","225.00",328,55
984,transit,"320.00","280.00",328,55
985,arrival,"185.00","160.00",329,55
986,departure,"185.00","160.00",329,55
987,transit,"300.00","250.00",329,55
988,arrival,"185.00","160.00",330,55
989,departure,"185.00","160.00",330,55
990,transit,"300.00","250.00",330,55
991,arrival,"185.00","160.00",331,55
992,departure,"185.00","160.00",331,55
993,transit,"300.00","250.00",331,55
994,arrival,"185.00","160.00",332,55
995,departure,"185.00","160.00",332,55
996,transit,"300.00","250.00",332,55
997,arrival,"185.00","160.00",333,48
998,departure,"185.00","160.00",333,48
999,transit,"300.00","250.00",333,48
1000,arrival,"235.00","195.00",334,55
1001,departure,"285.00","245.00",334,55
1002,transit,"390.00","330.00",334,55
1003,arrival,"185.00","160.00",335,55
1004,departure,"185.00","160.00",335,55
1005,transit,"300.00","250.00",335,55
1006,arrival,"295.00","280.00",336,18
1007,departure,"295.00","280.00",336,18
1008,transit,-,-,336,18
1009,arrival,"410.00","190.00",337,55
1010,departure,"410.00","190.00",337,55
1011,transit,"460.00","210.00",337,55
1012,arrival,"310.00","210.00",338,55
1013,departure,"310.00","210.00",338,55
1014,transit,"450.00","300.00",338,55
1015,arrival,"320.00","310.00",339,48
1016,departure,"320.00","310.00",339,48
1017,transit,-,-,339,48
1018,arrival,"320.00","310.00",340,55
1019,departure,"320.00","310.00",340,55
1020,transit,-,-,340,55
1021,arrival,"340.00","290.00",341,55
1022,departure,"340.00","290.00",341,55
1023,transit,-,-,341,55
1024,arrival,"320.00","140.00",342,55
1025,departure,"370.00","180.00",342,55
1026,transit,-,-,342,55
1027,arrival,"330.00","280.00",343,55
1028,departure,"370.00","320.00",343,55
1029,transit,-,-,343,55
1030,arrival,"380.00","180.00",344,55
1031,departure,"380.00","180.00",344,55
1032,transit,-,-,344,55
1033,arrival,"380.00","180.00",345,55
1034,departure,"380.00","180.00",345,55
1035,transit,-,-,345,55
1036,arrival,"230.00","190.00",346,9
1037,departure,"230.00","190.00",346,9
1038,transit,"320.00","270.00",346,9
1039,arrival,"200.00","150.00",347,55
1040,departure,"200.00","150.00",347,55
1041,transit,By Request,By Request,347,55
1042,arrival,"380.00","320.00",348,18
1043,departure,"380.00","320.00",348,18
1044,transit,"480.00","420.00",348,18
1045,arrival,"350.00","180.00",349,55
1046,departure,"370.00","200.00",349,55
1047,transit,"520.00","260.00",349,55
1048,arrival,"290.00","190.00",350,45
1049,departure,"290.00","190.00",350,45
1050,transit,-,-,350,45
1051,arrival,"290.00","190.00",351,45
1052,departure,"290.00","190.00",351,45
1053,transit,-,-,351,45
1054,arrival,"320.00","240.00",352,55
1055,departure,"320.00","240.00",352,55
1056,transit,"440.00","360.00",352,55
1057,arrival,"290.00","190.00",353,55
1058,departure,"290.00","190.00",353,55
1059,transit,"420.00","320.00",353,55
1060,arrival,"290.00","190.00",354,55
1061,departure,"290.00","190.00",354,55
1062,transit,-,-,354,55
1063,arrival,"290.00","190.00",355,45
1064,departure,"290.00","190.00",355,45
1065,transit,-,-,355,45
1066,arrival,"290.00","190.00",356,55
1067,departure,"290.00","190.00",356,55
1068,transit,-,-,356,55
1069,arrival,"290.00","190.00",357,40
1070,departure,"290.00","190.00",357,40
1071,transit,-,-,357,40
1072,arrival,"290.00","190.00",358,55
1073,departure,"290.00","190.00",358,55
1074,transit,"420.00","320.00",358,55
1075,arrival,"290.00","190.00",359,45
1076,departure,"290.00","190.00",359,45
1077,transit,-,-,359,45
1078,arrival,"290.00","190.00",360,45
1079,departure,"290.00","190.00",360,45
1080,transit,-,-,360,45
1081,arrival,"310.00","210.00",361,55
1082,departure,"310.00","210.00",361,55
1083,transit,"440.00","330.00",361,55
1084,arrival,"290.00","190.00",362,45
1085,departure,"290.00","190.00",362,45
1086,transit,-,-,362,45
1087,arrival,"285.00","245.00",363,55
1088,departure,"285.00","245.00",363,55
1089,transit,-,-,363,55
1090,arrival,"220.00","195.00",364,55
1091,departure,"220.00","195.00",364,55
1092,transit,-,-,364,55
1093,arrival,"220.00","195.00",365,55
1094,departure,"220.00","195.00",365,55
1095,transit,-,-,365,55
1096,arrival,"220.00","195.00",366,55
1097,departure,"220.00","195.00",366,55
1098,transit,-,-,366,55
1099,arrival,"220.00","195.00",367,55
1100,departure,"220.00","195.00",367,55
1101,transit,-,-,367,55
1102,arrival,"220.00","195.00",368,55
1103,departure,"220.00","195.00",368,55
1104,transit,-,-,368,55
1105,arrival,"220.00","195.00",369,55
1106,departure,"220.00","195.00",369,55
1107,transit,-,-,369,55
1108,arrival,"285.00","215.00",370,55
1109,departure,"285.00","215.00",370,55
1110,transit,"385.00","315.00",370,55
1111,arrival,"235.00","215.00",371,55
1112,departure,"235.00","215.00",371,55
1113,transit,-,-,371,55
1114,arrival,"220.00","195.00",372,55
1115,departure,"220.00","195.00",372,55
1116,transit,-,-,372,55
1117,arrival,"220.00","195.00",373,55
1118,departure,"220.00","195.00",373,55
1119,transit,-,-,373,55
1120,arrival,"220.00","195.00",374,55
1121,departure,"220.00","195.00",374,55
1122,transit,-,-,374,55
1123,arrival,"220.00","195.00",375,55
1124,departure,"220.00","195.00",375,55
1125,transit,-,-,375,55
1126,arrival,"220.00","195.00",376,55
1127,departure,"220.00","195.00",376,55
1128,transit,-,-,376,55
1129,arrival,"220.00","195.00",377,55
1130,departure,"220.00","195.00",377,55
1131,transit,-,-,377,55
1132,arrival,"220.00","195.00",378,55
1133,departure,"220.00","195.00",378,55
1134,transit,-,-,378,55
1135,arrival,"220.00","195.00",379,55
1136,departure,"220.00","195.00",379,55
1137,transit,-,-,379,55
1138,arrival,"220.00","195.00",380,48
1139,departure,"220.00","195.00",380,48
1140,transit,-,-,380,48
1141,arrival,"220.00","195.00",381,48
1142,departure,"220.00","195.00",381,48
1143,transit,-,-,381,48
1144,arrival,"220.00","195.00",382,55
1145,departure,"220.00","195.00",382,55
1146,transit,-,-,382,55
1147,arrival,"220.00","195.00",383,55
1148,departure,"220.00","195.00",383,55
1149,transit,-,-,383,55
1150,arrival,"220.00","195.00",384,55
1151,departure,"220.00","195.00",384,55
1152,transit,-,-,384,55
1153,arrival,"220.00","195.00",385,55
1154,departure,"220.00","195.00",385,55
1155,transit,-,-,385,55
1156,arrival,"220.00","195.00",386,55
1157,departure,"220.00","195.00",386,55
1158,transit,-,-,386,55
1159,arrival,"220.00","195.00",387,55
1160,departure,"220.00","195.00",387,55
1161,transit,-,-,387,55
1162,arrival,"220.00","195.00",388,55
1163,departure,"220.00","195.00",388,55
1164,transit,-,-,388,55
1165,arrival,"220.00","195.00",389,55
1166,departure,"220.00","195.00",389,55
1167,transit,-,-,389,55
1168,arrival,N/A,N/A,390,89
1169,departure,N/A,N/A,390,89
1170,transit,N/A,N/A,390,89
1171,arrival,N/A,N/A,391,48
1172,departure,N/A,N/A,391,48
1173,transit,N/A,N/A,391,48
1174,arrival,N/A,N/A,392,34
1175,departure,N/A,N/A,392,34
1176,transit,N/A,N/A,392,34
1177,arrival,N/A,N/A,393,34
1178,departure,N/A,N/A,393,34
1179,transit,N/A,N/A,393,34
1180,arrival,N/A,N/A,394,34
1181,departure,N/A,N/A,394,34
1182,transit,N/A,N/A,394,34
1183,arrival,N/A,N/A,395,34
1184,departure,N/A,N/A,395,34
1185,transit,N/A,N/A,395,34
1186,arrival,N/A,N/A,396,34
1187,departure,N/A,N/A,396,34
1188,transit,N/A,N/A,396,34
1189,arrival,N/A,N/A,397,34
1190,departure,N/A,N/A,397,34
1191,transit,N/A,N/A,397,34
1192,arrival,"395.00","370.00",398,89
1193,departure,"395.00","370.00",398,89
1194,transit,By request,By request,398,89
1195,arrival,"455.00","330.00",399,18
1196,departure,"455.00","330.00",399,18
1197,transit,"590.00","450.00",399,18
1198,arrival,"340.00","155.00",400,61
1199,departure,"340.00","155.00",400,61
1200,transit,"520.00","250.00",400,61
1201,arrival,"360.00","215.00",401,60
1202,departure,"360.00","215.00",401,60
1203,transit,"550.00","290.00",401,60
1204,arrival,-,-,402,80
1205,departure,"490.00","245.00",402,80
1206,transit,-,-,402,80
1207,arrival,"625.00","595.00",403,91
1208,departure,"625.00","595.00",403,91
1209,transit,ARR+DEP,ARR+DEP,403,91
1210,arrival,"725.00","695.00",404,92
1211,departure,"725.00","695.00",404,92
1212,transit,ARR+DEP,ARR+DEP,404,92
1213,arrival,"320.00","270.00",405,48
1214,departure,"320.00","270.00",405,48
1215,transit,-,-,405,48
1216,arrival,"370.00","220.00",406,55
1217,departure,"370.00","220.00",406,55
1218,transit,-,-,406,55
1219,arrival,"390.00","190.00",407,55
1220,departure,"430.00","220.00",407,55
1221,transit,-,-,407,55
1222,arrival,"370.00","220.00",408,55
1223,departure,"370.00","220.00",408,55
1224,transit,-,-,408,55
1225,arrival,"390.00","190.00",409,55
1226,departure,"430.00","220.00",409,55
1227,transit,-,-,409,55
1228,arrival,"370.00","220.00",410,55
1229,departure,"370.00","220.00",410,55
1230,transit,-,-,410,55
1231,arrival,"390.00","190.00",411,55
1232,departure,"430.00","220.00",411,55
1233,transit,-,-,411,55
1234,arrival,"370.00","180.00",412,55
1235,departure,"410.00","200.00",412,55
1236,transit,-,-,412,55
1237,arrival,"370.00","180.00",413,55
1238,departure,"410.00","200.00",413,55
1239,transit,-,-,413,55
1240,arrival,"430.00","250.00",414,55
1241,departure,"440.00","260.00",414,55
1242,transit,-,-,414,55
1243,arrival,-,-,415,70
1244,departure,-,-,415,70
1245,transit,-,-,415,70
1246,arrival,"370.00","150.00",416,55
1247,departure,"410.00","160.00",416,55
1248,transit,-,-,416,55
1249,arrival,"390.00","170.00",417,66
1250,departure,"430.00","180.00",417,66
1251,transit,-,-,417,66
1252,arrival,"370.00","220.00",418,55
1253,departure,"370.00","220.00",418,55
1254,transit,"470.00","270.00",418,55
1255,arrival,"380.00","190.00",419,48
1256,departure,"390.00","200.00",419,48
1257,transit,"480.00","240.00",419,48
1258,arrival,"370.00","220.00",420,55
1259,departure,"370.00","220.00",420,55
1260,transit,-,-,420,55
1261,arrival,"450.00","440.00",421,55
1262,departure,"470.00","460.00",421,55
1263,transit,-,-,421,55
1264,arrival,"390.00","190.00",422,55
1265,departure,"430.00","200.00",422,55
1266,transit,-,-,422,55
1267,arrival,"370.00","220.00",423,55
1268,departure,"370.00","220.00",423,55
1269,transit,-,-,423,55
1270,arrival,"370.00","190.00",424,55
1271,departure,"410.00","210.00",424,55
1272,transit,-,-,424,55
1273,arrival,"370.00","190.00",425,55
1274,departure,"410.00","210.00",425,55
1275,transit,-,-,425,55
1276,arrival,"430.00","250.00",426,55
1277,departure,"440.00","260.00",426,55
1278,transit,-,-,426,55
1279,arrival,"370.00","190.00",427,55
1280,departure,"410.00","210.00",427,55
1281,transit,-,-,427,55
1282,arrival,"370.00","190.00",428,55
1283,departure,"410.00","210.00",428,55
1284,transit,-,-,428,55
1285,arrival,"380.00","240.00",429,55
1286,departure,"380.00","240.00",429,55
1287,transit,"480.00","295.00",429,55
1288,arrival,"370.00","190.00",430,55
1289,departure,"410.00","210.00",430,55
1290,transit,-,-,430,55
1291,arrival,"390.00","200.00",431,55
1292,departure,"430.00","220.00",431,55
1293,transit,-,-,431,55
1294,arrival,"390.00","200.00",432,55
1295,departure,"430.00","220.00",432,55
1296,transit,-,-,432,55
1297,arrival,"390.00","200.00",433,55
1298,departure,"430.00","220.00",433,55
1299,transit,-,-,433,55
1300,arrival,"430.00","260.00",434,55
1301,departure,"460.00","280.00",434,55
1302,transit,-,-,434,55
1303,arrival,"390.00","200.00",435,55
1304,departure,"430.00","220.00",435,55
1305,transit,-,-,435,55
1306,arrival,"320.00","120.00",436,55
1307,departure,"320.00","120.00",436,55
1308,transit,-,-,436,55
1309,arrival,"320.00","120.00",437,55
1310,departure,"320.00","120.00",437,55
1311,transit,-,-,437,55
1312,arrival,"505.00","350.00",438,55
1313,departure,"505.00","350.00",438,55
1314,transit,"735.00","490.00",438,55
1315,arrival,"505.00","350.00",439,48
1316,departure,"505.00","350.00",439,48
1317,transit,"735.00","490.00",439,48
1318,arrival,"505.00","350.00",440,55
1319,departure,"505.00","350.00",440,55
1320,transit,"735.00","490.00",440,55
1321,arrival,"505.00","350.00",441,55
1322,departure,"505.00","350.00",441,55
1323,transit,"735.00","490.00",441,55
1324,arrival,"505.00","350.00",442,55
1325,departure,"505.00","350.00",442,55
1326,transit,"735.00","490.00",442,55
1327,arrival,"505.00","350.00",443,55
1328,departure,"505.00","350.00",443,55
1329,transit,"735.00","490.00",443,55
1330,arrival,"505.00","350.00",444,55
1331,departure,"505.00","350.00",444,55
1332,transit,"735.00","490.00",444,55
1333,arrival,"720.00","325.00",445,62
1334,departure,"720.00","325.00",445,62
1335,transit,"940.00","395.00",445,62
1336,arrival,"275.00","225.00",446,55
1337,departure,"275.00","225.00",446,55
1338,transit,"390.00","315.00",446,55
1339,arrival,"335.00","315.00",447,83
1340,departure,"335.00","315.00",447,83
1341,transit,-,-,447,83
1342,arrival,"365.00","325.00",448,83
1343,departure,"375.00","335.00",448,83
1344,transit,By request,By request,448,83
1345,arrival,"285.00","275.00",449,6
1346,departure,"285.00","275.00",449,6
1347,transit,-,-,449,6
1348,arrival,"375.00","355.00",450,83
1349,departure,"430.00","410.00",450,83
1350,transit,-,-,450,83
1351,arrival,"275.00","245.00",451,83
1352,departure,"285.00","255.00",451,83
1353,transit,-,-,451,83
1354,arrival,"340.00","160.00",452,55
1355,departure,"340.00","160.00",452,55
1356,transit,-,-,452,55
1357,arrival,"350.00","170.00",453,55
1358,departure,"350.00","170.00",453,55
1359,transit,-,-,453,55
1360,arrival,"370.00","190.00",454,55
1361,departure,"370.00","190.00",454,55
1362,transit,-,-,454,55
1363,arrival,"220.00","150.00",455,55
1364,departure,"220.00","150.00",455,55
1365,transit,-,-,455,55
1366,arrival,"340.00","270.00",456,55
1367,departure,"340.00","270.00",456,55
1368,transit,"400.00","300.00",456,55
1369,arrival,"370.00","290.00",457,55
1370,departure,"395.00","325.00",457,55
1371,transit,"490.00","380.00",457,55
1372,arrival,"330.00","270.00",458,55
1373,departure,"330.00","270.00",458,55
1374,transit,-,-,458,55
1375,arrival,N/A,N/A,459,55
1376,departure,N/A,N/A,459,55
1377,transit,N/A,N/A,459,55
1378,arrival,"185.00","155.00",460,48
1379,departure,"195.00","175.00",460,48
1380,transit,"245.00","220.00",460,48
1381,arrival,"550.00","500.00",461,90
1382,departure,"550.00","500.00",461,90
1383,transit,"1000.00","950.00",461,90
1384,arrival,"240.00","240.00",462,83
1385,departure,"265.00","265.00",462,83
1386,transit,By request,By request,462,83
1387,arrival,"185.00","170.00",463,83
1388,departure,"195.00","180.00",463,83
1389,transit,By request,By request,463,83
1390,arrival,"260.00","210.00",464,55
1391,departure,"260.00","210.00",464,55
1392,transit,"360.00","310.00",464,55
1393,arrival,"260.00","210.00",465,55
1394,departure,"260.00","210.00",465,55
1395,transit,"360.00","310.00",465,55
1396,arrival,"250.00","240.00",466,18
1397,departure,"250.00","240.00",466,18
1398,transit,"350.00","340.00",466,18
1399,arrival,"470.00","420.00",467,54
1400,departure,"510.00","460.00",467,54
1401,transit,By request,By request,467,54
1402,arrival,"1450.00","1450.00",468,90
1403,departure,"1450.00","1450.00",468,90
1404,transit,"2400.00","2400.00",468,90
1405,arrival,"250.00","150.00",469,55
1406,departure,"250.00","150.00",469,55
1407,transit,"320.00","220.00",469,55
1408,arrival,"300.00","250.00",470,55
1409,departure,"300.00","250.00",470,55
1410,transit,-,-,470,55
1411,arrival,"250.00","150.00",471,55
1412,departure,"250.00","150.00",471,55
1413,transit,"320.00","220.00",471,55
1414,arrival,"230.00","160.00",472,55
1415,departure,"230.00","160.00",472,55
1416,transit,-,-,472,55
1417,arrival,"350.00","215.00",473,59
1418,departure,"350.00","215.00",473,59
1419,transit,"480.00","275.00",473,59
1420,arrival,"420.00","170.00",474,74
1421,departure,"420.00","170.00",474,74
1422,transit,-,-,474,74
1423,arrival,"290.00","290.00",475,55
1424,departure,"290.00","290.00",475,55
1425,transit,-,-,475,55
1426,arrival,"420.00","390.00",476,90
1427,departure,"420.00","390.00",476,90
1428,transit,-,-,476,90
1429,arrival,"290.00","290.00",477,55
1430,departure,"290.00","290.00",477,55
1431,transit,-,-,477,55
1432,arrival,"280.00","250.00",478,55
1433,departure,"280.00","250.00",478,55
1434,transit,"420.00","360.00",478,55
1435,arrival,"330.00","170.00",479,55
1436,departure,"330.00","170.00",479,55
1437,transit,"450.00","230.00",479,55
1438,arrival,"195.00","165.00",480,55
1439,departure,"195.00","165.00",480,55
1440,transit,-,-,480,55
1441,arrival,"195.00","165.00",481,55
1442,departure,"195.00","165.00",481,55
1443,transit,-,-,481,55
1444,arrival,"185.00","155.00",482,55
1445,departure,"185.00","155.00",482,55
1446,transit,-,-,482,55
1447,arrival,"380.00","165.00",483,55
1448,departure,"380.00","165.00",483,55
1449,transit,-,-,483,55
1450,arrival,"195.00","165.00",484,55
1451,departure,"195.00","165.00",484,55
1452,transit,-,-,484,55
1453,arrival,"290.00","200.00",485,48
1454,departure,"290.00","200.00",485,48
1455,transit,-,-,485,48
1456,arrival,"290.00","200.00",486,55
1457,departure,"290.00","200.00",486,55
1458,transit,-,-,486,55
1459,arrival,"475.00","475.00",487,8
1460,departure,"475.00","475.00",487,8
1461,transit,"570.00","570.00",487,8
1462,arrival,N/A,N/A,488,48
1463,departure,N/A,N/A,488,48
1464,transit,N/A,N/A,488,48
1465,arrival,"280.00","220.00",489,55
1466,departure,"280.00","220.00",489,55
1467,transit,-,-,489,55
1468,arrival,"340.00","225.00",490,94
1469,departure,"340.00","225.00",490,94
1470,transit,-,-,490,94
1471,arrival,"105.00","90.00",491,39
1472,departure,"105.00","90.00",491,39
1473,transit,-,-,491,39
1474,arrival,"420.00","390.00",492,55
1475,departure,"420.00","390.00",492,55
1476,transit,-,-,492,55
1477,arrival,"325.00","300.00",493,83
1478,departure,"325.00","300.00",493,83
1479,transit,-,-,493,83
1480,arrival,"540.00","480.00",494,55
1481,departure,"540.00","480.00",494,55
1482,transit,"640.00","600.00",494,55
1483,arrival,"510.00","170.00",495,55
1484,departure,"520.00","170.00",495,55
1485,transit,"620.00","230.00",495,55
1486,arrival,"690.00","300.00",496,55
1487,departure,"690.00","300.00",496,55
1488,transit,"910.00","400.00",496,55
1489,arrival,"395.00","350.00",497,39
1490,departure,"395.00","350.00",497,39
1491,transit,"595.00","550.00",497,39
1492,arrival,"690.00","250.00",498,55
1493,departure,"690.00","250.00",498,55
1494,transit,By request,By request,498,55
1495,arrival,"510.00","130.00",499,55
1496,departure,"520.00","130.00",499,55
1497,transit,"620.00","180.00",499,55
1498,arrival,"690.00","250.00",500,55
1499,departure,"690.00","250.00",500,55
1500,transit,By request,By request,500,55
1501,arrival,"510.00","130.00",501,55
1502,departure,"520.00","130.00",501,55
1503,transit,"620.00","180.00",501,55
1504,arrival,"230.00","230.00",502,78
1505,departure,"250.00","250.00",502,78
1506,transit,"310.00","300.00",502,78
1507,arrival,"390.00","360.00",503,71
1508,departure,"390.00","360.00",503,71
1509,transit,By request,By request,503,71
1510,arrival,"530.00","360.00",504,90
1511,departure,"530.00","360.00",504,90
1512,transit,-,-,504,90
1513,arrival,"290.00","290.00",505,55
1514,departure,"290.00","290.00",505,55
1515,transit,-,-,505,55
1516,arrival,"290.00","290.00",506,55
1517,departure,"290.00","290.00",506,55
1518,transit,-,-,506,55
1519,arrival,"280.00","120.00",507,71
1520,departure,"280.00","120.00",507,71
1521,transit,"345.00","160.00",507,71
1522,arrival,"330.00","240.00",508,71
1523,departure,"380.00","290.00",508,71
1524,transit,"485.00","380.00",508,71
1525,arrival,"280.00","120.00",509,71
1526,departure,"280.00","120.00",509,71
1527,transit,"345.00","160.00",509,71
1528,arrival,"280.00","120.00",510,71
1529,departure,"280.00","120.00",510,71
1530,transit,"345.00","160.00",510,71
1531,arrival,"320.00","160.00",511,71
1532,departure,"320.00","160.00",511,71
1533,transit,"385.00","190.00",511,71
1534,arrival,"280.00","120.00",512,71
1535,departure,"280.00","120.00",512,71
1536,transit,"345.00","160.00",512,71
1537,arrival,"280.00","120.00",513,71
1538,departure,"280.00","120.00",513,71
1539,transit,"345.00","160.00",513,71
1540,arrival,"280.00","120.00",514,71
1541,departure,"280.00","120.00",514,71
1542,transit,"345.00","160.00",514,71
1543,arrival,"280.00","120.00",515,71
1544,departure,"280.00","120.00",515,71
1545,transit,"345.00","160.00",515,71
1546,arrival,"280.00","120.00",516,71
1547,departure,"280.00","120.00",516,71
1548,transit,"345.00","160.00",516,71
